timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2022-09-26T18:48:52,codecarbon,f7c6a212-61be-4717-879b-9c6053439ab4,1314.803290128708,0.001179653250679,0.000897208928161,5.0,0.0,12.0,0.0018261046088404,0,0.0043825967105229,0.0062087013193633,Spain,ESP,catalonia,,,macOS-12.5.1-arm64-arm-64bit,3.9.6,10,Apple M1 Pro,,,2.1701,41.387,32.0,machine,N
2022-09-26T19:18:29,codecarbon,ba17a72c-8624-485b-b883-cd5aa355b762,1317.476403951645,0.0011820520162218143,0.0008972092499542017,5.0,0.0,12.0,0.00182981780204508,0,0.004391508599122363,0.006221326401167444,Spain,ESP,catalonia,,,macOS-12.5.1-arm64-arm-64bit,3.9.6,10,Apple M1 Pro,,,2.1701,41.387,32.0,machine,N
